"","ID","Name","Birthdate","City_of_birth"
"424",2017199,"Friedel, Joshua","1986-12-03","Goffstown, New Hampshire"
"425",4151976,"Frolyanov, Dmitry","1986-05-20","Tolyatti"
"426",14900017,"Ftacnik, Lubomir","1957-10-30","Bratislava"
"427",4600967,"Gabriel, Christian","1975-03-03","Re<U+0219>i<U+021B>a"
"428",4131002,"Gabrielian, Artur","1982-12-26","Hrazdan"
"429",13303732,"Gabuzyan, Hovhannes","1995-05-19","Yerevan"
"430",5037883,"Gagare, Shardul","1997-09-02","Sangamner"
"431",13601652,"Gagunashvili, Merab","1985-01-03","Tbilisi"
"432",1116207,"Gajewski, Grzegorz","1985-07-19","Skierniewice"
"433",13300067,"Galdunts, Sergey","1965-01-17","Baku"
"434",1900072,"Galego, Luis","1966-04-25",NA
"435",4120426,"Galkin, Alexander","1979-02-01","Rostov-on-Don"
"436",1303422,"Gallagher, Joseph G.","1964-05-04","London"
"437",4402669,"Gallego Alcaraz, Andres Felipe","1989-12-10","Medellín"
"438",5002150,"Ganguly, Surya Shekhar","1983-02-24","Kolkata"
"439",8602387,"Gao, Rui","1992-05-20","Qingdao"
"440",13600125,"Gaprindashvili, Nona","1941-05-03","Zugdidi"
"441",13601091,"Gaprindashvili, Valeriane","1982-01-16",NA
"442",3500179,"Garcia Martinez, Silvino","1944-07-04","Havana"
"443",110124,"Garcia Palermo, Carlos","1953-12-02","La Plata"
"444",3509265,"Garcia Pantoja, Roberto","1992-10-31","Havana"
"445",14200937,"Gareyev, Timur","1988-03-03","Tashkent"
"446",14104466,"Gasanov, Eldar","1982-09-26","Kharkiv"
"447",3902463,"Gascon Del Nogal, Jose Rafael","1995-05-23","Caracas"
"448",1500031,"Gausel, Einar J","1963-11-30",NA
"449",4104358,"Gavrilov, Alexei","1960-10-20","Moscow"
"450",4127854,"Gazarian, Aram","1983-04-11",NA
"451",1100106,"Gdanski, Jacek","1970-11-30","Szczecinek"
"452",13600702,"Gelashvili, Tamaz","1978-04-08",NA
"453",2805677,"Gelfand, Boris","1968-06-24","Minsk"
"454",4151984,"Geller, Jakov","1986-08-11",NA
"455",2900211,"Genov, Petar","1970-04-05","Plovdiv"
"456",1213300,"Georgescu, Tiberiu-Marian","1991-02-08","Bucharest"
"457",1300113,"Georgiadis, Nico","1996-01-22","Bülach"
"458",2900017,"Georgiev, Kiril","1965-11-28","Petrich"
"459",2900092,"Georgiev, Krum","1958-05-24","Pazardzhik"
"460",2903024,"Georgiev, Vladimir","1975-08-27","Dobrich"
"461",2802430,"Gershon, Alik","1980-06-03","Dniepro­petrovsk"
"462",12500739,"Ghaem Maghami, Ehsan","1982-08-11","Tehran"
"463",12500313,"Ghane, Shojaat","1975-03-30","Ardabil"
"464",13301527,"Gharamian, Tigran","1984-07-24","Yerevan"
"465",1200011,"Gheorghiu, Florin","1944-04-06","Bucharest"
"466",12513342,"Gholami, Aryan","2001-07-26","Sari"
"467",5045207,"Ghosh, Diptayan","1998-08-10","Kolkata"
"468",101613,"Giaccio, Alfredo","1970-07-15","Buenos Aires"
"469",4630629,"Ginsburg, Gennadi","1971-08-11","Kommunarsk"
"470",13600044,"Giorgadze, Giorgi","1964-10-10",NA
"471",13600028,"Giorgadze, Tamaz","1947-11-09","Tbilisi"
"472",24116068,"Giri, Anish","1994-06-28","Saint Petersburg"
"473",5038448,"Girish, A. Koushik","1997-08-31","Sringeri"
"474",4195752,"Girya, Olga","1991",NA
"475",712779,"Gledura, Benjamin","1999-07-04","Eger"
"476",4101332,"Gleizerov, Evgeny","1963-03-20","Chelyabinsk"
"477",4100484,"Glek, Igor","1961-11-07","Moscow"
"478",1407767,"Glud, Jakob Vang","1988-04-06","Aarhus"
"479",800090,"Godena, Michele","1967-06-30","Valdobbiadene"
"480",24109959,"Goganov, Aleksey","1991-07-26",NA
"481",5800706,"Goh, Wei Ming Kevin","1983-07-07","Singapore"
"482",2019540,"Goldin, Alexander","1964-02-27","Novosibirsk"
"483",12505269,"Golizadeh, Asghar","1990-07-29","Tabriz"
"484",2804140,"Golod, Vitali","1971-06-23","Lviv"
"485",14103222,"Goloshchapov, Alexander","1978-01-25",NA
"486",14100983,"Golubev, Mikhail","1970-05-30","Odessa"
"487",14114224,"Golubka, Petro","1989-05-09",NA
"488",2200163,"Gomez Esteban, Juan Mario","1958-02-15","Santurce"
"489",3507904,"Gomez Garrido, Camilo Ernesto","1987-10-23","Holguín"
"490",5201381,"Gomez, John Paul","1986-05-23",NA
"491",720852,"Gonda, Laszlo","1988-04-24","Tatabánya"
"492",5201080,"Gonzales, Jayson","1969-02-05","Quezon City"
"493",6500170,"Gonzalez Acosta, Bernal","1973-06-10","San José, Costa Rica"
"494",5101174,"Gonzalez Garcia, Jose","1973-08-12","Madrid"
"495",3507777,"Gonzalez Perez, Arian","1988-08-17","Santa Clara, Cuba"
"496",3503321,"Gonzalez Vidal, Yuri","1981-01-12","Marianao"
"497",3507548,"Gonzalez Zamora, Juan Carlos","1968-06-24","Havana"
"498",3501841,"Gonzalez, Renier","1972-11-21","Jagüey Grande"
"499",5015693,"Gopal G.N.","1989-03-29","Muvattupuzha"
"500",24112798,"Gordievsky, Dmitry","1996-04-24","Moscow"
"501",411477,"Gordon, Stephen J","1986-09-04","Oldham"
"502",406465,"Gormally, Daniel W","1976-05-04",NA
"503",13504037,"Gorovets, Andrey","1987-09-14","Vitebsk"
"504",4176847,"Gorovykh, Eduard","1990-02-07","Krasnodar"
"505",4147103,"Goryachkina, Aleksandra","1998-09-28","Orsk"
"506",616915,"Gozzoli, Yannick","1983-06-02","Marseille"
"507",1101684,"Grabarczyk, Miroslaw","1971-01-03","Plock"
"508",4129199,"Grachev, Boris","1986-03-27","Moscow"
"509",4680804,"Graf, Alexander","1962-08-25","Tashkent"
"510",3800024,"Granda Zuniga, Julio E","1967-02-25","Camaná"
"511",1710400,"Grandelius, Nils","1993-06-03","Lund"
"512",2800039,"Greenfeld, Alon","1964-04-17","New York City"
"513",2300699,"Gretarsson, Helgi Ass","1977-02-18",NA
"514",2302241,"Gretarsson, Hjorvar Steinn","1993-05-29","Reykjavík"
"515",1200186,"Grigore, George-Gabriel","1970-11-13","Constan<U+021B>a"
"516",4130804,"Grigoriants, Sergey","1983-11-02","Tashkent"
"517",2907313,"Grigorov, Grigor","1987-05-26","Petrich"
"518",13302191,"Grigoryan, Avetik","1989-01-27","Yerevan"
"519",13301004,"Grigoryan, Karen H.","1995-02-25","Yerevan"
"520",4126025,"Grischuk, Alexander","1983-10-31","Moscow"
"521",14102188,"Gritsak, Orest","1973-02-24","Lviv"
"522",4200039,"Grivas, Efstratios","1966-03-30","Aigio"
"523",700053,"Groszpeter, Attila","1960-06-09","Hódmezo­vásárhely"
"524",5021103,"Grover, Sahaj","1995-09-07","Delhi"
"525",2800020,"Gruenfeld, Yehuda","1956-02-28","Dzierzoniów"
"526",3508129,"Guerra Mendez, Jose Angel","1988-01-20","Manzanillo, Cuba"
"527",611123,"Guidarelli, Laurent","1981-06-18","Carpentras"
"528",5029465,"Gujrathi Vidit","1994-10-24","Indore"
"529",46616543,"Gukesh D","2006-05-29","Chennai"
"530",13400231,"Guliev, Sarhan","1968-04-01",NA
"531",13400363,"Guliyev, Namig","1974-02-13","Beylagan"
"532",2000040,"Gulko, Boris","1947-02-09","Erfurt"
"533",4901045,"Gundavaa, Bayarsaikhan","1989-05-29",NA
"534",4167570,"Gunina, Valentina","1989-02-04","Murmansk"
"535",5010608,"Gupta, Abhijeet","1989-10-16","Bhilwara"
"536",2000407,"Gurevich, Dmitry","1956-09-11","Moscow"
"537",2000628,"Gurevich, Ilya","1972-02-08","Kyiv"
"538",200930,"Gurevich, Mikhail","1959-02-22","Kharkiv"
"539",14100207,"Gurevich, Vladimir","1959-08-04",NA
"540",13401378,"Guseinov, Gadir","1986-05-21","Moscow"
"541",4625498,"Gustafsson, Jan","1979-06-25","Hamburg"
"542",14102277,"Gutman, Gennadi","1973-11-01",NA
"543",4600177,"Gutman, Lev","1945-09-26","Riga"
"544",4130480,"Gutov, Andrey","1978-12-08","Belovo"
"545",702218,"Gyimesi, Zoltan","1977-03-31",NA
"546",300160,"Haba, Petr","1965-01-06","Zlín"
"547",7900660,"Haddouche, Mohamed","1984-08-19","Sidi Bel Abbès"
"548",13306677,"Hakobyan, Aram","2001-04-01","Yerevan"
"549",4201809,"Halkias, Stelios","1980-04-11",NA
"550",2606577,"Hambleton, Aman","1992-12-30","Halifax"
"551",9000011,"Hamdouchi, Hicham","1972-10-08","Tangier"
"552",13902393,"Hamitevici, Vladimir","1991-02-19","Bender, Moldova"
"553",1503707,"Hammer, Jon Ludvig","1990-06-02","Bergen"
"554",4634527,"Handke, Florian, Dr.","1982-03-22",NA
"555",1400010,"Hansen, Curt","1964-09-18","Bov Municipality"
"556",2606771,"Hansen, Eric","1992-05-24","Irvine, California"
"557",1400037,"Hansen, Lars Bo","1968-09-24",NA
"558",1400266,"Hansen, Sune Berg","1971-04-21",NA
"559",1501720,"Hansen, Torbjorn Ringdal","1979-03-01","Lørenskog"
"560",2801485,"Har-Zvi, Ronen","1976-10-13",NA
"561",5015197,"Harika, Dronavalli","1991-01-12","Guntur"
"562",5007003,"Harikrishna, Pentala","1986-05-10","Guntur"
"563",5078776,"Harsha Bharathakoti","2000-02-07","Guntur"
"564",13300873,"Harutjunyan, Gevorg","1981-05-07","Yerevan"
"565",13303635,"Harutyunyan, Tigran K.","1997-01-15","Yerevan"
"566",4122160,"Hasangatin, Ramil","1972-07-01","Kazan"
"567",405248,"Haslinger, Stewart G","1981-11-25","Ainsdale"
"568",4610776,"Haub, Thorsten Michael","1968-02-15","Siegen"
"569",600113,"Hauchard, Arnaud","1971-11-15","Rouen"
"570",4617495,"Hausrath, Daniel","1976-04-08","Mülheim, Cologne"
"571",412686,"Hawkins, Jonathan","1983-05-01",NA
"572",13302639,"Hayrapetyan, Hovik","1990-02-15",NA
"573",6300634,"Haznedaroglu, Kivanc","1981-01-01","Ankara"
"574",400084,"Hebden, Mark L","1958-02-15","Leicester"
"575",1115120,"Heberla, Bartlomiej","1985-06-19","Rybnik"
"576",4600320,"Hecht, Hans-Joachim","1939-01-29","Luckenwalde"
"577",1700090,"Hector, Jonny","1964-02-13","Malmö"
"578",24624632,"Heimann, Andreas","1992-01-10","Rheinfelden"
"579",4601556,"Heinemann, Thies","1971-03-07","Hamburg"
"580",1700022,"Hellers, Ferdinand","1969-01-28","Stockholm"
"581",1702092,"Hellsten, Johan","1975-12-25","Malmö"
"582",32096585,"Henderson de La Fuente, Lance","2003-05-19","Marbella"
"583",2000318,"Henley, Ron","1956-12-05","Houston"
"584",3409350,"Henriquez, Cristobal","1996-08-07","Santiago"
"585",716855,"Hera, Imre Jr.","1986-09-03","Budapest"
"586",3504387,"Hernandez Carmenate, Holden","1984-08-10","Güines"
"587",5100011,"Hernandez Guerrero, Gilberto","1970-02-04","Ébano"
"588",3500063,"Hernandez Onna, Roman","1949-11-23","Santiago de Cuba"
"589",2205009,"Herraiz Hidalgo, Herminio","1978-10-30","Las Pedroñeras"
"590",3500373,"Herrera, Irisberto","1968-12-07",NA
"591",4600088,"Hertneck, Gerald","1963-09-18","Munich"
"592",10600183,"Hesham, Abdelrahman","1992-02-12",NA
"593",2022036,"Hess, Robert","1991-12-19","New York City"
"594",3508811,"Hevia Alejano, Carlos Antonio","1991-10-30","Havana"
"595",4600118,"Hickl, Joerg","1965-04-16","Wiesbaden"
"596",1700812,"Hillarp Persson, Tiger","1970-10-28","Malmö"
"597",5007836,"Himanshu, Sharma","1983-09-16","Rohtak"
"598",2300044,"Hjartarson, Johann","1963-02-08","Reykjavík"
"599",12400149,"Hoang, Thanh Trang","1980-04-25","Hanoi"
"600",400076,"Hodgson, Julian M","1963-07-25","London"
"601",100340,"Hoffman, Alejandro","1966-10-26","Buenos Aires"
"602",4601297,"Hoffmann, Michael","1970-09-19","Bochum"
"603",1400100,"Hoi, Carsten","1957-01-16","Copenhagen"
"604",2034387,"Holt, Conrad","1993-07-09","Wichita"
"605",4600428,"Holzke, Frank","1971-07-08","Cologne"
"606",4600029,"Hort, Vlastimil","1944-01-12","Kladno"
"607",708003,"Horvath, Adam","1981-07-14",NA
"608",700118,"Horvath, Csaba","1968-06-05",NA
"609",700061,"Horvath, Jozsef","1964-08-13","Budapest"
"610",700843,"Horvath, Peter","1972-06-17","Pécs"
"611",10200649,"Hossain, Enamul","1981-09-30","Dhaka"
"612",8602980,"Hou, Yifan","1994-02-27","Xinghua"
"613",13300865,"Hovhannisyan, Mher","1978-09-25","Gyumri"
"614",13302507,"Hovhannisyan, Robert","1991-03-23","Yerevan"
"615",410608,"Howell, David W L","1990-11-14","Eastbourne"
"616",400297,"Howell, James C","1967-05-17","Brent"
"617",300071,"Hracek, Zbynek","1970-09-09","Uherské Hradište"
"618",4600010,"Huebner, Robert","1948-11-06","Cologne"
"619",2021030,"Hungaski, Robert","1987-12-08","Stamford, Connecticut"
"620",24604747,"Huschenbeth, Niclas","1992-02-29","Hann. Münden"
"621",2803828,"Huzman, Alexander","1962-04-10","Zhytomyr"
"622",5105048,"Ibarra Chami, Luis Fernando","1989-05-15","Mérida, Yucatán"
"623",2226332,"Ibarra Jerez, Jose Carlos","1985-08-07","Murcia"
"624",13700952,"Ibragimov, Alibek","1968-08-12",NA
"625",4102878,"Ibragimov, Ildar","1967-08-16","Kazan"
"626",13400495,"Ibrahimov, Rasul","1981-08-13","Baku"
"627",13700650,"Ibrayev, Nurlan","1977-02-25","Tselinograd"
"628",12510130,"Idani, Pouya","1995-09-22","Ahvaz"
"629",4100972,"Ikonnikov, Vyacheslav","1966-03-15",NA
"630",900346,"Ilincic, Zlatko","1968-05-10",NA
"631",4156021,"Iljin, Artem","1987-01-04","Tatarstan"
"632",24105074,"Iljiushenok, Ilia","1993-08-16","Langepas"
"633",4122178,"Iljushin, Alexei","1980-07-29",NA
"634",2200015,"Illescas Cordoba, Miguel","1965-12-03","Barcelona"
"635",3205207,"Illingworth, Max","1992-11-05","Sydney"
"636",4162722,"Inarkiev, Ernesto","1985-12-09","Osh"
"637",911925,"Indjic, Aleksandar","1995-08-24","Stara Pazova"
"638",25002767,"Iniyan, P","2002-09-13","Erode"
"639",2900033,"Inkiov, Ventzislav","1956-05-19","Stanke Dimitrov"
"640",1200089,"Ionescu, Constantin","1958-09-12","Bra<U+0219>ov"
"641",4100875,"Ionov, Sergey","1962-01-07",NA
"642",13900200,"Iordachescu, Viorel","1977-04-20","Kishinev"
"643",2906074,"Iotov, Valentin","1988-09-06","Pleven"
"644",14116731,"Ipatov, Alexander","1993-07-16","Lviv"
"645",13700154,"Irzhanov, Ruslan","1976-11-27",NA
"646",13400312,"Iskandarov, Misratdin","1995-01-14","Sumgait"
"647",4120027,"Iskusnyh, Sergei","1974-09-05",NA
"648",13701525,"Ismagambetov, Anuar","1986-03-21","Astana"
"649",1200372,"Istratescu, Andrei","1975-12-03","Bucharest"
"650",3901211,"Iturrizaga Bonelli, Eduardo","1989-11-01","Caracas"
"651",14200104,"Iuldachev, Saidali","1968-01-31",NA
"652",14100010,"Ivanchuk, Vasyl","1969-03-18","Kopychyntsi"
"653",912417,"Ivanisevic, Ivan","1977-11-23","Belgrade"
"654",2000202,"Ivanov, Alexander","1956-05-01","Novovarshavka"
"655",4126360,"Ivanov, Alexander Al.","1965-01-19","Arkhangelsk"
"656",4114906,"Ivanov, Mikhail M","1969-01-20",NA
"657",4101375,"Ivanov, Sergey","1961-09-29","Leningrad"
"658",900095,"Ivanovic, Bozidar","1946-08-24","Cetinje"
"659",950122,"Ivic, Velimir","2002-08-27","Belgrade"
"660",900141,"Ivkov, Borislav","1933-11-12","Belgrade"
"661",2200260,"Izeta Txabarri, Felix","1961-08-03","Zestoa"
"662",13700545,"Izmukhambetov, Salauat","1972",NA
"663",13601733,"Izoria, Zviad","1984-01-06","Khoni"
"664",15000214,"Jacimovic, Dragoljub","1964-01-10",NA
"665",30901561,"Jacobson, Brandon","2003-11-14","Plainfield, New Jersey"
"666",4122356,"Jakovenko, Dmitry","1983-06-29","Omsk"
"667",1103261,"Jakubiec, Artur","1973-12-03","Wadowice"
"668",1112848,"Jakubowski, Krzysztof","1983-09-23","Lomza"
"669",2900360,"Janev, Evgeni","1973-05-16","Sofia"
"670",13600087,"Janjghava, Lasha","1970-05-05",NA
"671",14505959,"Jankovic, Alojzije","1983-04-02","Zagreb"
"672",4102711,"Janovsky, Sergey","1960-02-17",NA
"673",300128,"Jansa, Vlastimil","1942-11-27","Prague"
"674",1004816,"Janssen, Ruud","1979-05-01","Venray"
"675",1102222,"Jaracz, Pawel","1975-07-22","Kozuchów"
"676",1160664,"Jarmula, Lukasz","1998-11-10","Warsaw"
"677",1109243,"Jedynak, Radoslaw","1982-06-09","Warsaw"
"678",1304232,"Jenni, Florian","1980-03-24","Lieli"
"679",927040,"Jeremic, Veljko","1985-11-09","Priboj"
"680",1208110,"Jianu, Vlad-Cristian","1984-09-27","Bucharest"
"681",303224,"Jirovsky, Milos","1974-03-17","Kolin"
"682",13601520,"Jobava, Baadur","1983-11-26","Gali"
"683",1501674,"Johannessen, Leif Erlend","1980-04-14","Oslo"
"684",3200035,"Johansen, Darryl K","1959-02-04","Melbourne"
"685",13602543,"Jojua, Davit","1989-06-08","Samtredia"
"686",409561,"Jones, Gawain C B","1987-12-11","Keighley"
"687",1002708,"Jonkman, Harmen","1975-05-30","Beverwijk"
"688",14504081,"Jovanic, Ognjen","1978-05-04",NA
"689",14505320,"Jovanovic, Zoran","1979-06-07",NA
"690",8603006,"Ju, Wenjun","1991-01-31","Shanghai"
"691",13702661,"Jumabayev, Rinat","1989-07-23","Shymkent"
"692",14907518,"Jurcik, Marian","1987-01-27",NA
"693",4618777,"Jussupow, Artur","1960-02-13","Moscow"
"694",4127820,"Kabanov, Nikolai","1980-01-22",NA
"695",13600613,"Kacheishvili, Giorgi","1977-02-10",NA
"696",14403803,"Kadric, Denis","1995-06-12","Frankfurt"
"697",2008564,"Kaidanov, Gregory","1959-10-11","Berdychiv"
"698",4112423,"Kalinin, Alexander","1968-05-26",NA
"699",4637321,"Kalinitschew, Sergey","1956-02-03","Moscow"
"700",700282,"Kallai, Gabor","1959-02-21","Budapest"
"701",501778,"Kallio, Heikki","1980-10-15","Vaasa"
"702",305421,"Kalod, Radek","1978-08-08","Brno"
"703",4128567,"Kalugin, Sergey G.","1970-10-03",NA
"704",1100696,"Kaminski, Marcin","1977-03-10","Wroclaw"
"705",2000024,"Kamsky, Gata","1974-06-02","Novokuznetsk"
"706",1126822,"Kanarek, Marcel","1993-02-05","Koszalin"
"707",4501047,"Kanep, Meelis","1983-05-27","Võru"
"708",5018293,"Kannappan Priyadharshan","1993-12-01","Madurai"
"709",11602945,"Kantans, Toms","1994-01-16","Riga"
"710",751499,"Kantor, Gergely","1999-07-19",NA
"711",2805359,"Kantsler, Boris","1962-04-16","Frunze"
"712",4203445,"Kapnisis, Spyridon","1981-05-11",NA
"713",14109603,"Karjakin, Sergey","1990-01-12","Simferopol"
"714",1700057,"Karlsson, Lars","1955-07-11","Stockholm"
"715",4117182,"Karpatchev, Aleksandr","1967-05-25",NA
"716",4100026,"Karpov, Anatoly","1951-05-23","Zlatoust"
"717",25006479,"Karthik Venkataraman","1999-12-22","Vellore"
"718",5074452,"Karthikeyan, Murali","1999-01-05","Thanjavur"
"719",5018226,"Karthikeyan, P.","1990-06-14","Chennai"
"720",14200244,"Kasimdzhanov, Rustam","1979-12-05","Tashkent"
"721",4100018,"Kasparov, Garry","1963-04-13","Baku"
"722",13500481,"Kasparov, Sergey","1968-08-08","Mogilev"
"723",2000555,"Kaufman, Lawrence","1947-11-15","Washington"
"724",2000121,"Kavalek, Lubomir","1943-08-09","Prague"
"725",14200880,"Kayumov, Sergey","1981-08-08","Tashkent"
"726",14102749,"Kazakov, Mikhail","1972-05-28",NA
"727",13700316,"Kazhgaleyev, Murtas","1973-11-17","Uralsk"
"728",400211,"Keene, Raymond D","1948-01-29","London"
"729",4600479,"Keitlinghaus, Ludger","1965-07-24",NA
"730",13600818,"Kekelidze, Mikheil","1974-09-14",NA
"731",5900727,"Kelires, Andreas","1999-07-01","Cyprus"
"732",1105663,"Kempinski, Robert","1977-07-11","Gdansk"
"733",11600039,"Kengis, Edvins","1959-04-12","Cesis"
"734",1040634,"Kevlishvili, Robby","2001-04-15","Dronten"
"735",12940690,"Keymer, Vincent","2004-11-15","Mainz"
"736",13300512,"Khachiyan, Melikset","1970-07-06","Baku"
"737",4151348,"Khairullin, Ildar","1990-08-22","Perm"
"738",4100115,"Khalifman, Alexander","1966-01-18","Leningrad"
"739",14201143,"Khamrakulov, Djurabek","1988-07-12","Samarkand"
"740",14200295,"Khamrakulov, Ibragim S.","1982-07-28",NA
"741",14113210,"Kharchenko, Boris","1991-07-15","Luhansk"
"742",4135202,"Kharitonov, Alexandr","1986-11-08","Obninsk"
"743",4900332,"Khatanbaatar, Bazar","1973-02-25",NA
"744",24153729,"Khegay, Dmitriy","1997-07-21",NA
"745",4659600,"Khenkin, Igor","1968-03-21","Vladimir, Russia"
"746",4142578,"Khismatullin, Denis","1984-12-28","Neftekamsk"
"747",2805340,"Khmelniker, Ilya","1985-09-21","Russia"
"748",13602640,"Khotenashvili, Bela","1988-06-01","Telavi"
"749",13900544,"Khruschiov, Alexey","1982-03-12","Chi<U+0219>inau"
"750",13701703,"Khusnutdinov, Rustam","1987-07-11","Karaganda"
"751",4129776,"Kim, Alexey","1986-04-05","Tashkent"
"752",4600053,"Kindermann, Stefan","1959-12-28","Vienna"
"753",400068,"King, Daniel J","1963-08-28","Beckenham"
"754",4119231,"Kiriakov, Petr","1975-01-11","Krasnoyarsk"
"755",4194128,"Kiselev, Vitaliy","1988-06-16","Rostov-on-Don"
"756",4100751,"Kishnev, Sergey","1956-11-01",NA
"757",14108801,"Kislinsky, Alexey","1984-06-10","Kyiv"
"758",2301318,"Kjartansson, Gudmundur","1988-03-06","Reykjavík"
"759",14500248,"Klaric, Zlatko","1956-10-24","Borovo"
"760",1003623,"Klein, David","1993-12-20","Haarlem"
"761",1132717,"Klekowski, Maciej","1992-09-05","Czestochowa"
"762",4121759,"Klimov, Sergey","1979-01-22","Leningrad"
"763",1600010,"Klinger, Josef","1967-06-06","St Johann im Pongau"
"764",4611250,"Knaak, Rainer","1953-03-16","Pasewalk"
"765",4119150,"Kobalia, Mikhail","1978-05-03",NA
"766",2812320,"Kobo, Ori","1997-04-24","Israel"
"767",4100719,"Kochyev, Alexander","1956-03-25","Leningrad"
"768",2800802,"Kogan, Arthur","1974-01-29","Chernivtsi"
"769",4132181,"Kokarev, Dmitry","1982-02-18","Penza"
"770",2900130,"Kolev, Atanas","1967-07-15","Botevgrad"
"771",12909572,"Kollars, Dmitrij","1999-08-13","Bremen"
"772",14101270,"Komarov, Dimitri","1968-12-01",NA
"773",13900030,"Komliakov, Viktor","1960-04-25",NA
"774",14500132,"Komljenovic, Davorin","1944-07-01","Mostar"
"775",5008123,"Koneru, Humpy","1987-03-31","Vijayawada"
"776",4121376,"Koniushkov, Igor","1962-11-29",NA
"777",14113007,"Kononenko, Dmitry","1988-08-23","Dnipro"
"778",4170962,"Konovalov, Nikolay","1989-08-07","Moscow"
"779",4156803,"Korneev, Oleg","1969-07-25",NA
"780",4120949,"Kornev, Alexei","1976-12-20","Vyazniki"
"781",14105730,"Korobov, Anton","1985-06-25","Mezhdurechensk"
"782",4119142,"Korotylev, Alexey","1977-03-01","Moscow"
"783",706671,"Korpa, Bence","1998-01-12","Hungary"
"784",901466,"Kosanovic, Goran A","1962-03-16","Zemun (Belgrade)"
"785",2800080,"Kosashvili, Yona","1970-07-03","Tbilisi"
"786",900290,"Kosic, Dragan","1970-02-15","Sremska Mitrovica"
"787",4134974,"Kosintseva, Nadezhda","1985-01-14","Arkhangelsk"
"788",4133471,"Kosintseva, Tatiana","1986-04-11","Arkhangelsk"
"789",400114,"Kosten, Anthony C.","1958-07-24","London"
"790",4128125,"Kosteniuk, Alexandra","1984-04-23","Perm"
"791",13700669,"Kostenko, Petr","1976-02-16","Kustanay"
"792",901482,"Kostic, Vladimir G","1953-08-20","Valjevo"
"793",4122259,"Kosyrev, Vladimir","1980-11-07",NA
"794",13301250,"Kotanjian, Tigran","1981-09-01","Yerevan"
"795",5900212,"Kotronias, Vasilios","1964-08-25","Athens"
"796",13700278,"Kotsur, Pavel","1974-01-03","Astana"
"797",600032,"Kouatly, Bachar","1958-03-03","Damascus"
"798",903124,"Kovacevic, Aleksandar","1974-02-11","Zürich"
"799",14502712,"Kovacevic, Blazimir","1975-10-16","Osijek"
"800",14500078,"Kovacevic, Vlatko","1942-03-26","Dubrovnik"
"801",14117908,"Kovalenko, Igor","1988-12-29","Novomoskovsk"
"802",13500023,"Kovalev, Andrei","1961-11-07","Vitebsk"
"803",13504398,"Kovalev, Vladislav","1994-01-06","Minsk"
"804",114987,"Kovalyov, Anton","1992-03-04","Kharkiv"
"805",14103052,"Kovchan, Alexander","1983-10-21","Chernigov"
"806",753246,"Kozak, Adam","2002-06-15","Budapest"
"807",14502879,"Kozul, Zdenko","1966-05-21","Bihac"
"808",2002035,"Kraai, Jesse","1972-05-06","Santa Fe"
"809",4671910,"Kraemer, Martin","1987-12-23","Erfurt"
"810",2800187,"Kraidman, Yair","1932-11-01","Haifa"
"811",11600462,"Krakops, Maris","1978-04-03",NA
"812",4101588,"Kramnik, Vladimir","1975-06-25","Tuapse"
"813",4154720,"Krapivin, Alexander","1987-07-23","Moscow"
"814",1113100,"Krasenkow, Michal","1963-11-14","Moscow"
"815",14113147,"Kravtsiv, Martyn","1990-11-26","Lviv"
"816",2007770,"Kreiman, Boris","1976-06-07","Moscow"
"817",322156,"Krejci, Jan","1992-09-27",NA
"818",1400061,"Kristiansen, Jens","1952-05-25","Copenhagen"
"819",4653530,"Kritz, Leonid","1984-02-26","Moscow"
"820",4155890,"Krivoborodov, Egor","1989-12-24","Moscow"
"821",14102226,"Krivoshey, Sergei","1971-05-23","Zhitomir"
"822",4100565,"Krogius, Nikolai V","1930-07-22","Saratov"
"823",14100142,"Kruppa, Yuri","1964-06-21",NA
"824",2012782,"Krush, Irina","1983-12-24","Odessa"
"825",4153278,"Kryakvin, Dmitry","1984-04-10","Rostov-on-Don"
"826",4151364,"Krylov, Mikhail","1987-06-14","Moscow"
"827",116807,"Krysa, Leandro","1992-11-07","Buenos Aires"
"828",14109182,"Kryvoruchko, Yuriy","1986-12-19","Lviv"
"829",1132199,"Krzyzanowski, Marcin","1994-01-11","Rybnik"
"830",1100033,"Kuczynski, Robert","1966-04-17","Jelenia Góra"
"831",2000164,"Kudrin, Sergey","1959-09-07","Novosibirsk"
"832",4500261,"Kulaots, Kaido","1976-02-28","Pärnu"
"833",1100092,"Kuligowski, Adam","1955-12-24","Warsaw"
"834",14506661,"Kuljasevic, Davorin","1986-10-22","Zagreb"
"835",401978,"Kumaran, Dharshan","1975-06-07",NA
"836",4128737,"Kunin, Vitaly","1983-10-02","Moscow"
"837",5002265,"Kunte, Abhijit","1977-03-03","Pune"
"838",14400057,"Kurajica, Bojan","1947-11-15","Ljubljana"
"839",15000010,"Kutirov, Rolando","1962-01-23",NA
"840",14203049,"Kuybokarov, Temur","2000-07-22","Tashkent"
"841",4100794,"Kuzmin, Alexey","1963-03-08",NA
"842",14112906,"Kuzubov, Yuriy","1990-01-26","Sychyovka"
"843",14201356,"Kvon, Andrey","1989-04-16","Tashkent"
"844",1007998,"L'Ami, Erwin","1985-04-05","Woerden"
"845",4500024,"Ladva, Ottomar","1997-06-17","Haapsalu"
"846",108820,"Lafuente, Pablo","1985-02-20","Buenos Aires"
